uri,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
spotify:track:7ef4DlsgrMEH11cDZd32M6,0.037,0.791,214847,0.862,2.19e-05,9,0.0814,-3.24,0,0.11,123.994,4,0.592
spotify:track:3wtVRcrYtWJVs0rBTabJJ8,0.00365,0.936,162636,0.523,0.0,1,0.105,-6.39,1,0.269,130.014,4,0.278
spotify:track:6X6SdJzxyw7GzxwP2fr9WV,0.0445,0.74,218868,0.669,0.0,0,0.184,-5.199,1,0.0373,122.007,4,0.536
spotify:track:4GUXTRTjQ4voLzwLw9qbPx,0.219,0.46,192993,0.498,0.00329,5,0.099,-6.312,1,0.0282,76.902,4,0.154
spotify:track:1bhUWB0zJMIKr9yVPrkEuI,0.779,0.587,259550,0.299,0.0,8,0.123,-7.365,1,0.0263,94.992,3,0.356
spotify:track:4LUnZWnO2E2NDUOhfFJr2E,0.0412,0.771,194733,0.719,2.87e-06,6,0.542,-3.645,0,0.0406,107.018,4,0.476
spotify:track:4uoeDHQanb8lJ5lNGfaz69,0.385,0.741,211871,0.565,0.0,7,0.14,-4.637,1,0.0415,92.044,4,0.63
spotify:track:1ywMOfO0f9atfKRVtA9TiE,0.351,0.707,213240,0.658,0.0,11,0.157,-6.194,0,0.0338,91.005,4,0.628
spotify:track:7BqHUALzNBTanL6OvsqmC1,0.191,0.687,214290,0.792,0.0,5,0.167,-2.749,1,0.0452,100.011,4,0.671
spotify:track:0pXBCtdQznCasg0cmbzFQF,0.0599,0.679,189474,0.864,0.0,6,0.101,-3.695,1,0.0393,94.974,4,0.519
spotify:track:7CDRaqIaJYJoxa4tlhcihh,0.0196,0.564,219658,0.746,0.0,0,0.118,-6.353,1,0.0455,144.963,4,0.404
spotify:track:5OCJzvD7sykQEKHH7qAC3C,0.0233,0.602,197547,0.658,6e-05,1,0.237,-5.934,1,0.0558,145.031,4,0.268
spotify:track:1oIdcFtf58sZbS7QyZQJ2P,0.202,0.727,170562,0.69,3.27e-06,7,0.414,-4.559,1,0.0345,100.002,4,0.699
spotify:track:4GlM9yBl7W9lBMPQEWoEu4,0.102,0.726,127838,0.676,0.00192,11,0.265,-6.314,0,0.0349,116.991,4,0.752
spotify:track:08bNPGLD8AhKpnnERrAc6G,0.205,0.626,202621,0.88,0.0,9,0.128,-2.384,0,0.0504,95.079,4,0.534
spotify:track:4S8d14HvHb70ImctNgVzQQ,0.0114,0.901,127947,0.522,0.0,2,0.259,-8.304,1,0.33,104.053,4,0.329
spotify:track:7tP2cluHDyI0wgMIZmzRoU,0.00263,0.581,134191,0.742,0.0,0,0.0921,-4.588,1,0.0845,135.919,4,0.172
spotify:track:5N5k9nd479b1xpDZ4usjrg,0.0119,0.781,213309,0.768,4.91e-06,11,0.325,-5.991,1,0.0394,123.07,4,0.486
spotify:track:60SdxE8apGAxMiRrpbmLY0,0.0627,0.876,244679,0.786,0.0,10,0.127,-4.884,0,0.306,153.068,4,0.575
spotify:track:2FY7b99s15jUprqC0M5NCT,0.217,0.704,189467,0.611,0.0,2,0.0812,-6.112,1,0.041,99.994,4,0.22
spotify:track:3ZcGIobqYYasFAEYXUhM5s,0.159,0.76,172048,0.47,0.0,3,0.112,-7.022,1,0.0359,103.972,4,0.452
spotify:track:78HmwDX8BDdIWbfuWO7F7R,0.312,0.829,161750,0.598,0.0,11,0.127,-3.526,0,0.0401,91.943,4,0.665
spotify:track:4T3fNx3CgwDRRYgmFCbD4J,0.0984,0.442,229413,0.585,0.391,0,0.14,-10.332,0,0.0964,97.565,4,0.116
spotify:track:5poevcmYCOZ8uZQnUuOPxC,0.0699,0.491,193103,0.612,0.0,10,0.0946,-5.761,1,0.0796,173.846,4,0.279
spotify:track:54oBcNRInIMsbnmH48BKAG,0.0921,0.636,159048,0.936,0.000433,9,0.281,-4.135,0,0.084,126.068,4,0.481
spotify:track:0v2LUO8oTHnkjQ8MmKuXyk,0.942,0.336,37640,0.231,0.0,1,0.188,-6.217,1,0.0497,168.685,5,0.429
spotify:track:0XOnMqLQDO89iAg7dWWwnG,0.43,0.652,73813,0.31,1.16e-05,4,0.182,-10.212,1,0.0509,119.913,4,0.304
spotify:track:1xWH8zYtDeS9mW1JJG23VZ,0.375,0.831,245667,0.485,1.47e-05,10,0.118,-6.677,0,0.15,80.022,4,0.622
spotify:track:70khXICDeTTxgYtw3EysKH,0.248,0.721,208493,0.459,0.0,4,0.212,-6.408,1,0.032,119.914,4,0.46
spotify:track:2qT1uLXPVPzGgFOx4jtEuo,0.04,0.699,205920,0.713,3.11e-06,9,0.294,-5.507,0,0.0594,121.993,4,0.354
spotify:track:0sdbFOyfgAhAhWq8DpzkaW,0.0122,0.877,228373,0.547,1.51e-05,7,0.028,-5.705,1,0.18,99.034,4,0.687
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,0.284,0.778,218093,0.824,0.0,10,0.405,-5.892,0,0.0707,100.024,4,0.758
spotify:track:5WcoDZNog85lpi4kXk9mih,0.000204,0.719,388571,0.93,0.899,8,0.0794,-6.647,0,0.0478,125.997,4,0.239
spotify:track:6tQLN7BTFJXwKC8Nsg78YR,0.0211,0.8,457317,0.88,0.856,10,0.0736,-8.857,0,0.0976,126.007,4,0.189
spotify:track:3SINlCc2yyMNQxzbYU1NJH,0.164,0.582,178595,0.704,1.34e-05,9,0.133,-5.676,1,0.0349,90.323,4,0.287
spotify:track:6gAFWLrQMVYS09NJpyIpQP,0.355,0.449,271573,0.459,0.0737,0,0.101,-10.115,1,0.0288,150.134,3,0.158
spotify:track:2HLq0XpKeKuFi6mC1CZr6P,0.132,0.612,219680,0.74,0.416,4,0.0525,-8.414,1,0.0316,105.045,4,0.254
spotify:track:21YpG95Pj77Vj6zjZwpxZb,0.144,0.488,224663,0.887,0.574,7,0.155,-6.313,0,0.0454,135.003,4,0.477
spotify:track:3HTwENGShrRtALFyXws0kC,0.989,0.422,322026,0.218,0.89,2,0.0889,-23.182,1,0.0472,105.52,3,0.0755
spotify:track:4FycxLfl7H5CQnqw9J6LXZ,0.567,0.53,226880,0.339,0.874,2,0.102,-16.973,0,0.0419,90.041,4,0.0719
spotify:track:6LQIESw4MN0KKdypxrycAh,0.877,0.501,196557,0.449,0.0,5,0.0997,-6.825,1,0.0462,65.147,4,0.294
spotify:track:1YNQscOx6OqBQjxgJVhEeW,0.0164,0.728,221153,0.69,0.0,8,0.104,-4.344,0,0.0524,94.028,4,0.415
spotify:track:25Up2vWWPlpYmdc0zpmDZq,0.687,0.602,210859,0.431,0.0,0,0.108,-5.03,1,0.032,82.958,4,0.419
spotify:track:4KlL5Bwlm4yHYxr0B2rHci,0.952,0.445,193080,0.179,0.00056,1,0.107,-12.938,1,0.0396,72.246,4,0.119
spotify:track:3JvKfv6T31zO0ini8iNItO,0.695,0.445,244360,0.537,1.65e-05,4,0.0944,-8.532,0,0.04,122.769,4,0.131
spotify:track:1LrWIKbzoNEIKLvXrpRBRE,0.0709,0.763,229640,0.803,0.285,1,0.348,-3.713,1,0.0351,103.04,3,0.561
spotify:track:3bYMp4D3PeU50lixWDhYWY,0.0476,0.77,258733,0.469,4.83e-06,7,0.0774,-9.573,1,0.169,82.509,4,0.49
spotify:track:6wR1eAmbdonw7Og0Qb9luq,0.827,0.445,140773,0.2,0.000219,8,0.16,-10.574,1,0.0314,88.3,4,0.217
spotify:track:2qdhIjNdEZfrEfUDHxxpjr,0.0192,0.741,252846,0.784,4.12e-05,0,0.852,-5.379,1,0.0699,123.998,4,0.551
spotify:track:6XlSyYFTU1nodeWwwzVgTV,0.181,0.831,202853,0.713,0.0,1,0.0572,-3.646,0,0.094,132.109,4,0.69
spotify:track:5PscnZA48uaS6B4TFIWuY4,0.00455,0.577,237053,0.504,0.0,10,0.149,-7.026,0,0.0364,127.94,4,0.245
spotify:track:2ezQ7Qe2itIl6HvCbyqZXX,0.00749,0.667,209467,0.841,1.45e-05,10,0.7,-6.98,1,0.104,124.968,4,0.441
spotify:track:6tuKbdaMVkKqHhPzizXzBP,0.05,0.779,377533,0.493,0.826,8,0.113,-13.371,0,0.062,125.009,4,0.878
spotify:track:0Fdg1K74O83ByiiOUpNBq5,0.0171,0.911,235161,0.523,0.53,10,0.106,-14.232,0,0.0889,123.993,4,0.314
spotify:track:7zLm8NfYfn4IRd3GF35N3O,0.145,0.87,412562,0.859,0.828,10,0.0625,-5.847,0,0.055,121.001,4,0.694
spotify:track:7eGcJWMrxb2WxhaXX2ATNY,0.0263,0.654,309674,0.925,0.0,7,0.39,-5.147,1,0.27,125.045,4,0.32
spotify:track:4nw0c1AFKxkzJbBIHeVtQH,0.00578,0.809,343065,0.602,0.837,8,0.0649,-6.111,0,0.0591,123.993,4,0.707
spotify:track:1TfqLAPs4K3s2rJMoCokcS,0.225,0.692,216933,0.711,0.0,0,0.12,-7.498,0,0.0317,125.135,4,0.875
spotify:track:4YR6Dextuoc3I8nJ0XgzKI,0.159,0.564,226293,0.911,4.36e-05,2,0.118,-5.39,1,0.0536,173.938,4,0.582
spotify:track:4RvWPyQ5RL0ao9LPZeSouE,0.347,0.645,251489,0.795,0.00389,7,0.104,-12.095,1,0.0527,112.067,4,0.535
spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,0.018,0.573,225280,0.902,0.00125,6,0.0928,-7.638,0,0.054,84.412,4,0.876
spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,0.207,0.709,291293,0.824,0.000307,1,0.0888,-8.824,1,0.0453,118.818,4,0.867
spotify:track:3YOOWcLwujMc07Zloku0HA,0.0926,0.676,262093,0.837,0.0156,2,0.303,-5.253,1,0.0273,111.274,4,0.677
spotify:track:0rmGAIH9LNJewFw7nKzZnc,0.0663,0.541,222707,0.959,2.18e-06,0,0.344,-2.947,0,0.0505,122.805,4,0.812
spotify:track:6OnfBiiSc9RGKiBKKtZXgQ,0.052,0.661,296080,0.908,0.0,5,0.0708,-4.897,1,0.039,144.091,4,0.656
spotify:track:0kPeymTUiaidv48eRrMISu,0.000296,0.706,228522,0.593,2.82e-05,5,0.151,-7.278,1,0.0284,115.005,4,0.449
spotify:track:2fuCquhmrzHpu5xcA1ci9x,0.429,0.671,248440,0.712,0.0,2,0.103,-7.815,1,0.0476,113.805,4,0.462
spotify:track:7o7E1nrHWncYY7PY94gCiX,0.103,0.682,252773,0.679,0.00831,1,0.204,-11.548,1,0.0755,131.157,4,0.251
spotify:track:254bXAqt3zP6P50BdQvEsq,0.258,0.73,226653,0.487,0.01,4,0.0852,-10.991,1,0.0303,114.965,4,0.731
spotify:track:2zjt2hHBbiv5SuxYg8Z7eP,0.214,0.707,238120,0.788,0.000571,6,0.308,-5.269,1,0.0333,120.465,4,0.746
spotify:track:0B5kY9i9bmP7554oU4jRoO,0.000928,0.906,245413,0.564,0.65,0,0.108,-9.29,1,0.0568,122.632,4,0.229
spotify:track:30FURVTCpbKyykjSEQzGkH,0.123,0.49,240440,0.725,2.68e-05,10,0.0983,-3.304,1,0.0392,123.28,4,0.335
spotify:track:7G7tgVYORlDuVprcYHuFJh,0.0148,0.439,236933,0.421,4.88e-05,8,0.0697,-17.227,1,0.0411,81.833,4,0.551
spotify:track:65bvH7egzl7h9f7uJmqGV4,0.553,0.631,215387,0.505,0.0,7,0.137,-12.083,0,0.0903,90.204,4,0.687
spotify:track:62LJFaYihsdVrrkgUOJC05,0.0135,0.898,226240,0.271,0.00138,7,0.0461,-12.238,1,0.091,111.485,4,0.742
spotify:track:1Jj6MF0xDOMA3Ut2Z368Bx,0.576,0.724,243067,0.436,1.19e-06,0,0.0908,-9.321,1,0.0282,130.439,4,0.324
spotify:track:0odIT9B9BvOCnXfS0e4lB5,0.0204,0.675,228000,0.649,0.0,5,0.0959,-10.271,1,0.0319,116.62,4,0.596
spotify:track:7DFawVSjI88xR9mjnWwURg,0.492,0.638,204000,0.352,0.0,10,0.105,-9.266,1,0.0268,94.173,3,0.204
spotify:track:4w3tQBXhn5345eUXDGBWZG,0.416,0.554,162467,0.783,1.54e-06,6,0.631,-5.852,1,0.0457,105.39,4,0.813
spotify:track:3lIpkjFnRxJ6Uvm8DgtgfV,0.202,0.899,276533,0.422,5.08e-06,4,0.0864,-11.238,1,0.0509,109.147,4,0.852
spotify:track:6HPLeKiNm92RbykX2BDTUB,0.621,0.509,192067,0.317,5.28e-05,5,0.0878,-16.063,1,0.0305,131.783,4,0.247
spotify:track:1pTGc8pwyo6xtgXBKCBcFn,0.248,0.469,231840,0.278,0.000126,3,0.133,-16.311,0,0.028,169.735,4,0.331
spotify:track:1OzrlK57iLTIjmbZC1ppWM,0.509,0.68,255933,0.242,4.34e-05,0,0.071,-16.264,0,0.0322,120.126,4,0.169
spotify:track:3yzM3pkIF5rlllUAAhFPx7,0.225,0.61,250160,0.39,0.0,10,0.0888,-12.959,1,0.0576,88.989,4,0.536
spotify:track:6FcQD1qOpqV8NdhY45sKyI,0.219,0.851,226880,0.406,6.79e-06,1,0.0853,-11.631,1,0.0662,97.84,4,0.793
spotify:track:3nFJbZCHP4d9vduKjJLdBL,0.125,0.734,230467,0.586,0.0,2,0.0367,-11.866,1,0.129,109.933,4,0.762
spotify:track:1UvTPXlImVd4jcucK4qJwb,0.0869,0.7,289067,0.781,0.00342,6,0.059,-8.255,0,0.0507,108.694,4,0.385
spotify:track:22sLuJYcvZOSoLLRYev1s5,0.335,0.742,240280,0.883,7.51e-06,0,0.0964,-3.419,1,0.0329,136.506,4,0.978
spotify:track:6mYrhCAGWzTdF8QnKuchXM,0.243,0.658,239827,0.575,0.0,11,0.122,-10.365,1,0.0267,108.329,4,0.504
spotify:track:6RNDeRnWsRMjPdNVgupZCs,0.243,0.748,262240,0.551,1.57e-06,1,0.0943,-9.054,1,0.0239,113.535,4,0.65
spotify:track:1JSTJqkT5qHq8MDJnJbRE1,0.543,0.82,253920,0.452,0.00294,1,0.0714,-9.796,1,0.0348,117.401,4,0.74
spotify:track:2bvzxeD1hPWEYotw40Euq9,0.0965,0.855,210467,0.461,0.0,10,0.201,-13.096,0,0.0564,104.963,4,0.833
spotify:track:1P5apDJpTxWmbh4FeWSSxa,0.0303,0.605,213987,0.785,4.14e-06,0,0.288,-7.961,1,0.0257,113.803,4,0.628
spotify:track:1ZPlNanZsJSPK5h9YZZFbZ,0.152,0.771,218627,0.655,0.00197,3,0.0685,-10.842,0,0.0372,119.747,4,0.97
spotify:track:6r20M5DWYdIoCDmDViBxuz,0.596,0.649,210267,0.618,1.46e-06,9,0.192,-10.728,1,0.0265,114.688,4,0.667
spotify:track:3MrWxJaD2AT0W9DjWF64Vm,0.664,0.45,287307,0.656,3.02e-06,2,0.259,-7.049,1,0.0472,106.61,4,0.782
spotify:track:3RMeOetCdXttthQK0clPuz,0.191,0.541,255667,0.44,0.0,10,0.114,-12.206,1,0.031,140.273,4,0.232
spotify:track:0GGxVTb0UwDwdaKNjBdCn3,0.382,0.588,212933,0.657,0.00259,3,0.042,-6.373,1,0.0224,79.704,4,0.747
spotify:track:1KU5EHSz04JhGg3rReGJ0N,0.271,0.75,287440,0.366,9.57e-05,8,0.106,-10.07,1,0.0321,91.138,4,0.477
spotify:track:7arHM2KZ0KzIZXFVDRGClI,0.0251,0.813,231560,0.699,0.0134,7,0.0527,-8.656,1,0.0458,117.549,4,0.732
spotify:track:37Q5anxoGWYdRsyeXkkNoI,0.0243,0.64,246520,0.852,1.82e-06,1,0.0497,-8.119,0,0.0345,122.902,4,0.793
spotify:track:4p1PizAGdglm2sVvPuFPWs,0.0137,0.669,245400,0.634,0.0178,2,0.0979,-11.903,0,0.0488,90.626,4,0.863
spotify:track:5g6nzsOxwxdoj6sqAl0NXB,0.315,0.682,211013,0.925,0.000718,5,0.702,-5.896,0,0.121,136.27,4,0.611
spotify:track:3YVPpVJvJG2EauXurPA90F,0.0302,0.638,220880,0.988,1.16e-05,1,0.371,-5.042,1,0.0921,117.955,4,0.723
spotify:track:0ojkkhIFTnSzZu4iMNM7AI,0.989,0.377,224328,0.168,0.885,0,0.285,-15.423,0,0.0425,177.496,3,0.274
spotify:track:48jWDyVjgwo10vpBNZABFy,0.817,0.0811,148307,0.436,0.946,9,0.0692,-12.223,0,0.0355,83.506,3,0.0394
spotify:track:2lmcH6prYo3BlR8LfRUJc3,0.077,0.502,241373,0.513,0.0,0,0.494,-6.473,1,0.0251,108.371,4,0.318
spotify:track:1GeNWyZtCHbcp3ZWp8GTOO,0.332,0.548,256173,0.294,3.34e-06,10,0.0392,-17.112,1,0.0333,76.698,4,0.491
spotify:track:0frpPDHVNRErYef4HzHiXQ,0.141,0.127,59707,0.756,0.973,0,0.387,-10.283,1,0.0574,145.887,4,0.0434
spotify:track:06wQjkTHJ6BGJ799IobOxl,0.978,0.388,155060,0.112,0.924,2,0.101,-15.879,0,0.0404,65.148,4,0.0559
spotify:track:0Lwn09k662WCVsxcLUb3iM,0.98,0.377,69683,0.0718,0.867,8,0.0975,-19.762,0,0.134,180.4,4,0.233
spotify:track:0Q6mJSyGsUmg9WXgOcOf7A,0.0396,0.605,246000,0.757,2.6e-06,3,0.0447,-5.897,0,0.0554,157.714,4,0.828
spotify:track:1OOtq8tRnDM8kG2gqUPjAj,0.0495,0.776,258040,0.867,7.92e-06,3,0.197,-3.704,0,0.0479,138.827,4,0.918
spotify:track:5I30ByMf5nhgbSokY1EZiN,0.0381,0.901,254947,0.472,0.0,11,0.11,-8.416,0,0.194,120.0,4,0.479
spotify:track:0ZaDwYhAZ0ZjMawMxs2aCG,0.178,0.921,182400,0.392,0.0,0,0.178,-10.358,0,0.0828,99.985,4,0.647
spotify:track:5FOCkGt7bp22nBVfQ4WSIT,0.16,0.874,205188,0.602,0.000842,7,0.096,-5.118,1,0.127,127.997,4,0.587
spotify:track:6DCZcSspjsKoFjzjrWoCdn,0.0332,0.754,198973,0.449,8.29e-05,7,0.552,-9.211,1,0.109,77.169,4,0.357
spotify:track:1brH9m4Q2LHTuwxaKoMTn5,0.923,0.19,255773,0.136,0.976,0,0.0968,-15.346,0,0.0355,73.796,4,0.036
spotify:track:4NiehSBQthimPzRsVeOgCT,0.00407,0.701,204727,0.459,0.000155,1,0.045,-7.749,1,0.084,102.964,4,0.481
spotify:track:6u0EAxf1OJTLS7CvInuNd7,0.0227,0.876,201532,0.55,4.52e-05,2,0.294,-5.464,1,0.152,129.924,4,0.557
spotify:track:0kCBorRrKZkSztd9m0QI3r,0.00183,0.938,201707,0.5,0.0,4,0.077,-10.08,0,0.144,140.011,4,0.462
spotify:track:2BAmF6QyK5IYEOp1TFmt0u,0.0959,0.721,236587,0.513,0.0,7,0.341,-7.882,0,0.121,124.02,4,0.31
spotify:track:1rIbKhweRBk08ra5ICzX7x,0.877,0.176,143707,0.00693,0.927,2,0.211,-23.645,1,0.0396,72.643,4,0.0798
spotify:track:0JpHC5vtU0BOx8hRVBY6ou,0.749,0.332,336160,0.197,0.261,7,0.12,-17.658,1,0.0395,104.768,3,0.221
spotify:track:4oVW1mJmiUyVYOeAuvc30x,0.931,0.373,86667,0.037,0.0918,2,0.122,-22.625,1,0.0513,108.318,4,0.0791
spotify:track:23P7dbKh6ee89G3VnsxjBJ,0.896,0.267,399667,0.0262,0.652,3,0.0788,-24.675,1,0.0427,112.516,3,0.089
spotify:track:452qxTyoqjOz35UpHj5IQg,0.709,0.418,126400,0.444,0.0585,7,0.0865,-15.024,1,0.0401,123.997,4,0.497
spotify:track:2kLGJtq6OwJrzfZMDrtR78,0.859,0.0915,255907,0.00921,0.255,5,0.125,-34.558,1,0.0394,81.875,4,0.0362
spotify:track:6dIqwWCzmM2I99ThZcCBhi,0.804,0.433,108760,0.117,0.00222,8,0.147,-22.785,1,0.0407,135.348,3,0.213
spotify:track:2ObMNQZtsDzZ8IXdq9UcEZ,0.922,0.287,85067,0.0793,0.279,10,0.191,-23.603,1,0.0475,132.505,4,0.165
spotify:track:4kWO6O1BUXcZmaxitpVUwp,0.374,0.747,215760,0.834,0.0,3,0.0586,-2.867,0,0.045,128.005,4,0.687
spotify:track:4Ld1DMPYt8TQmgO0aSzSy1,0.983,0.264,220240,0.129,0.0138,2,0.155,-14.404,0,0.0335,105.314,4,0.0801
spotify:track:50Z0NjpjyAVKXOckJpqC8E,0.21,0.584,264400,0.429,0.381,0,0.115,-9.853,1,0.0316,140.058,4,0.162
spotify:track:08Ny3tTc8AKowKOXsDLZE0,0.776,0.584,242338,0.595,0.819,0,0.133,-7.958,1,0.0258,110.055,4,0.621
spotify:track:4AM7vsDNovx39wvuXFz7KH,0.000155,0.41,200516,0.901,1.08e-05,10,0.243,-4.498,1,0.0691,152.039,4,0.302
spotify:track:1Q20Gnejuxeip0jRdhwHSa,0.761,0.455,208840,0.296,0.0,2,0.0783,-8.513,1,0.0399,171.744,4,0.31
spotify:track:5EYBryPOgIEPB7r5QIy6eG,0.405,0.853,235747,0.477,0.0,8,0.111,-6.696,1,0.036,92.032,4,0.801
spotify:track:14kYOiFVPb7E7NfFbqhdln,0.0217,0.708,189507,0.454,0.0,1,0.073,-7.07,1,0.0395,110.963,4,0.24
spotify:track:3We8H9cfhS7x4hdwBn9vXW,0.451,0.655,264613,0.662,2.72e-05,7,0.0773,-4.336,0,0.0554,106.0,4,0.581
spotify:track:33dY25vtBFUZ6m948fb3eK,0.577,0.62,238720,0.808,0.0,2,0.0971,-3.555,1,0.0481,97.011,3,0.475
spotify:track:72LijybQsm7uNuBD1pBfUE,0.0144,0.524,235520,0.797,0.0,2,0.355,-5.803,1,0.0918,170.066,4,0.736
spotify:track:7uU7UhUzfZJ5vEMoemdcIW,0.424,0.831,204760,0.657,0.0,11,0.132,-4.161,0,0.0482,105.0,4,0.918
spotify:track:0MXMNgjjtOBxAjfw8a4lwL,0.0336,0.535,238733,0.711,3.35e-05,3,0.0722,-4.898,0,0.0541,140.928,4,0.294
spotify:track:02kesZNdvnkuBzNLUoabgW,0.203,0.829,174213,0.526,0.0,4,0.508,-5.868,0,0.354,139.904,4,0.518
spotify:track:5RsMV3Dxd4MNRnJiOqvYMz,0.0021,0.708,224640,0.811,0.00183,11,0.0657,-4.815,0,0.043,102.986,4,0.183
spotify:track:58gqyeFXhOttZW3yetJGPN,0.15,0.534,188800,0.911,0.0,4,0.0986,-3.086,0,0.0852,93.767,4,0.624
spotify:track:1mXWVDeRMvadSerNTcOCUG,0.0634,0.689,206373,0.788,2.16e-05,7,0.248,-4.347,0,0.0524,102.039,4,0.766
spotify:track:6CkCBgp8yO53w0GukDAwNV,0.72,0.539,190603,0.376,0.0,4,0.133,-5.557,0,0.029,107.465,4,0.296
spotify:track:1YXNKL69deuAMPJedCwIAh,0.222,0.656,165055,0.873,8.7e-06,4,0.132,-2.565,0,0.123,123.998,4,0.662
spotify:track:2wQuvFxL1UKwsqJHYyDa6a,0.114,0.689,200680,0.819,0.0,8,0.13,-3.31,1,0.0481,113.035,4,0.612
spotify:track:1gG5MoWK5SmHUcQPa2jxdP,0.032,0.606,213307,0.718,0.0,4,0.402,-4.094,1,0.0978,101.821,4,0.551
spotify:track:6L2uVVPJA9WcDc7zCZ4DHN,0.211,0.783,197787,0.63,0.0,7,0.3,-4.985,1,0.044,106.053,4,0.822
spotify:track:6tADmhq8hYElyxJKRmFY1y,0.042,0.659,207747,0.661,0.0,5,0.114,-3.961,1,0.0551,126.448,5,0.331
spotify:track:4ddtYeAduUQRApb296kLhY,0.0361,0.736,206053,0.936,0.0,9,0.299,-3.496,0,0.0727,118.038,4,0.808
spotify:track:54l9GJGQ1UCFKe2tzt1Vxt,0.0829,0.607,189401,0.74,0.0,4,0.105,-4.793,0,0.172,108.05,4,0.219
spotify:track:7nZfqSVjcyoKTv0fYFd8rb,0.192,0.599,220627,0.779,0.0,6,0.0978,-3.663,1,0.0729,93.105,4,0.607
spotify:track:1n73Qe6oEprLsUNHXET2pb,0.566,0.437,206494,0.351,0.0,6,0.0888,-6.823,0,0.0313,68.659,4,0.383
spotify:track:6KHL1En9v6iNWjcs44mcmU,0.215,0.529,249810,0.614,0.0,9,0.277,-5.032,1,0.0479,92.972,4,0.141
spotify:track:6rmXhRIemCTPyMYZRDN7Qg,0.0343,0.776,211786,0.875,0.0,4,0.314,-5.535,1,0.0575,111.988,4,0.849
spotify:track:28STRBEo3Gp4EthtSk4MGW,0.00628,0.713,235127,0.801,1.5e-06,7,0.825,-5.781,1,0.0483,153.984,4,0.727
spotify:track:2lyvXQNtBE82IqPqoez5dq,0.0292,0.59,207733,0.895,0.0,10,0.837,-4.954,0,0.074,114.468,4,0.6
spotify:track:5pn5T6gRfBqF1Xu9IHOc67,0.0433,0.906,175053,0.773,0.0,6,0.0799,-4.906,1,0.0838,136.088,4,0.496
spotify:track:6VXzA05dET772n5rGq63Cz,0.00637,0.762,224600,0.854,1.14e-06,0,0.131,-2.757,0,0.0818,105.968,4,0.615
spotify:track:33ubpYqvUMqczi4w0a2ktf,0.111,0.596,156619,0.732,3.52e-05,0,0.296,-5.104,1,0.0546,86.882,4,0.5
spotify:track:4QVFtAswXqPoAWRLo5yu8a,0.0345,0.586,242293,0.865,5.7e-06,7,0.165,-4.092,1,0.319,172.912,4,0.468
spotify:track:66zTGTLtp4zJQvJTkB3Nuk,0.425,0.457,224373,0.326,0.0,4,0.159,-8.393,1,0.0341,89.055,4,0.575
spotify:track:7zOpDXHifG4AWzzEQlWocQ,0.0112,0.693,216947,0.872,0.0,8,0.0327,-4.127,0,0.17,124.984,4,0.626
spotify:track:0lUSd7TCG8srh6HpIAEIWL,0.0372,0.566,247840,0.855,0.000157,7,0.181,-4.016,1,0.211,172.966,4,0.517
spotify:track:2rJWY0oG1vA0QDk1ajHz6d,0.189,0.425,192773,0.947,0.0,5,0.329,-3.379,0,0.35,202.293,4,0.589
spotify:track:11GdgPlzK9Vzn0DV8gHQmd,0.00769,0.605,191027,0.808,2.07e-05,1,0.0421,-4.548,1,0.0393,90.013,4,0.391
spotify:track:0U372D2pbraSnrTFxSYlNj,0.0782,0.709,225200,0.778,8.3e-06,7,0.306,-3.533,0,0.046,102.022,4,0.7
spotify:track:3180WDzph4WrS4sLSNcGfa,0.000758,0.742,221720,0.878,8.88e-05,9,0.286,-3.127,0,0.128,114.965,4,0.564
spotify:track:1iupzLgX4O0Qosb4yDpYoz,0.0981,0.641,236013,0.732,0.0,2,0.285,-5.325,1,0.0509,82.027,4,0.354
spotify:track:0ErK6K0kYr0Ow2RkPMhmMs,0.0242,0.773,246240,0.747,8.99e-06,5,0.109,-4.061,1,0.0885,126.014,4,0.801
spotify:track:5FiBzGgY8zYSdWN7hWfVz2,0.206,0.371,235360,0.795,0.0,5,0.181,-5.092,0,0.0785,79.837,4,0.544
spotify:track:2RvqQmA4IHfreBboBOWPXY,0.418,0.649,246600,0.483,0.0,5,0.0678,-5.163,1,0.0354,125.84,4,0.49
spotify:track:1nDQ9EvOmLj1dYKRbbqcoU,0.067,0.516,205293,0.763,0.0,6,0.353,-4.012,0,0.0413,160.023,4,0.414
spotify:track:0McYRWXxbKyhhL4r25B2hf,0.179,0.754,161773,0.872,5.29e-06,6,0.726,-2.973,0,0.0776,105.02,4,0.749
spotify:track:13T4iKoGXSuwcojjgsimdu,0.0131,0.755,211326,0.858,0.0,5,0.377,-5.017,0,0.0546,128.006,4,0.813
spotify:track:7wk2mXtIFJWJgUnFZmSq7I,0.0539,0.438,312200,0.81,2.17e-06,2,0.0845,-8.271,1,0.331,74.224,4,0.556
spotify:track:2lPmDekJerHxTtdKq1IXPf,0.464,0.43,248720,0.41,2.19e-06,7,0.0899,-6.204,1,0.0428,135.167,4,0.146
spotify:track:6ChWz7rw9qVtcg9HayUDP3,0.0532,0.736,220773,0.666,0.012,9,0.0728,-4.575,0,0.0565,123.978,4,0.561
